Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Bishop's Opening: Boi, McDonnell Double Gambit	Bishops-Opening-Boi-McDonnell-Double-Gambit	Bishop's Opening	Bishop's Opening	Boi Variation	McDonnell Double Gambit				
Bishop's Opening: Boi, McDonnell Double Gambit, Four Pawns Gambit	Bishops-Opening-Boi-McDonnell-Double-Gambit-Four-Pawns-Gambit	Bishop's Opening	Bishop's Opening	Boi Variation	McDonnell Double Gambit	Four Pawns Gambit			
Bishop's Opening: Boi, McDonnell Gambit	Bishops-Opening-Boi-McDonnell-Gambit	Bishop's Opening	Bishop's Opening	Boi Variation	McDonnell Gambit				
Bishop's Opening: Boi, McDonnell Gambit, La Bourdonnais-Denker Gambit	Bishops-Opening-Boi-McDonnell-Gambit-La-Bourdonnais-Denker-Gambit	Bishop's Opening	Bishop's Opening	Boi Variation	McDonnell Gambit	La Bourdonnais-Denker Gambit			
Bishop's Opening: Boi, Philidor Variation	Bishops-Opening-Boi-Philidor-Variation	Bishop's Opening	Bishop's Opening	Boi Variation	Philidor Variation				
Bishop's Opening: Boi, Philidor Variation, del Rio Variation	Bishops-Opening-Boi-Philidor-Variation-del-Rio-Variation	Bishop's Opening	Bishop's Opening	Boi Variation	Philidor Variation	del Rio Variation			
Bishop's Opening: Boi, Philidor Variation, Lewis Countergambit	Bishops-Opening-Boi-Philidor-Variation-Lewis-Countergambit	Bishop's Opening	Bishop's Opening	Boi Variation	Philidor Variation	Lewis Countergambit			
Bishop's Opening: Boi, Philidor Variation, Lewis, Walker Variation	Bishops-Opening-Boi-Philidor-Variation-Lewis-Walker-Variation	Bishop's Opening	Bishop's Opening	Boi Variation	Philidor Variation	Lewis Countergambit	Walker Variation		
Bishop's Opening: Boi, Philidor Variation, Pratt Variation	Bishops-Opening-Boi-Philidor-Variation-Pratt-Variation	Bishop's Opening	Bishop's Opening	Boi Variation	Philidor Variation	Pratt Variation			
Bishop's Opening: Boi, Stein Gambit	Bishops-Opening-Boi-Stein-Gambit	Bishop's Opening	Bishop's Opening	Boi Variation	Stein Gambit				
Bishop's Opening: Boi Variation	Bishops-Opening-Boi-Variation	Bishop's Opening	Bishop's Opening	Boi Variation					
Bishop's Opening: Calabrese Countergambit	Bishops-Opening-Calabrese-Countergambit	Bishop's Opening	Bishop's Opening	Calabrese Countergambit					
Bishop's Opening: Calabrese, Jaenisch Variation	Bishops-Opening-Calabrese-Jaenisch-Variation	Bishop's Opening	Bishop's Opening	Calabrese Countergambit	Jaenisch Variation				
Bishop's Opening: Khan Gambit	Bishops-Opening-Khan-Gambit	Bishop's Opening	Bishop's Opening	Khan Gambit					
Bishop's Opening: Philidor Counterattack	Bishops-Opening-Philidor-Counterattack	Bishop's Opening	Bishop's Opening	Philidor Counterattack					
Bishop's Opening: Philidor Counterattack, Lisitsyn Variation	Bishops-Opening-Philidor-Counterattack-Lisitsyn-Variation	Bishop's Opening	Bishop's Opening	Philidor Counterattack	Lisitsyn Variation				
Bishop's Opening: Thorold Gambit	Bishops-Opening-Thorold-Gambit	Bishop's Opening	Bishop's Opening	Thorold Gambit					
Blumenfeld Countergambit	Blumenfeld-Countergambit	Indian Game	Blumenfeld Countergambit	Blumenfeld Countergambit					
Blumenfeld Countergambit Accepted	Blumenfeld-Countergambit-Accepted	Indian Game	Blumenfeld Countergambit Accepted	Blumenfeld Countergambit	Accepted				
Blumenfeld Countergambit: Duz-Khotimirsky, Spielmann Variation	Blumenfeld-Countergambit-Duz-Khotimirsky-Spielmann-Variation	Indian Game	Blumenfeld Countergambit	Blumenfeld Countergambit	Duz-Khotimirsky Variation	Spielmann Variation			
Blumenfeld Countergambit: Duz-Khotimirsky Variation	Blumenfeld-Countergambit-Duz-Khotimirsky-Variation	Indian Game	Blumenfeld Countergambit	Blumenfeld Countergambit	Duz-Khotimirsky Variation				
Blumenfeld Countergambit: Rubinstein Variation	Blumenfeld-Countergambit-Rubinstein-Variation	Indian Game	Blumenfeld Countergambit	Blumenfeld Countergambit	Rubinstein Variation				
Bogo-Indian Defense	Bogo-Indian-Defense	Bogo-Indian Defense	Bogo-Indian Defense						
Bogo-Indian Defense: Exchange, Monticelli Variation	Bogo-Indian-Defense-Exchange-Monticelli-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Exchange Variation	Monticelli Variation				
Bogo-Indian Defense: Exchange Variation	Bogo-Indian-Defense-Exchange-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Exchange Variation					
Bogo-Indian Defense: Grünfeld Variation	Bogo-Indian-Defense-Grunfeld-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Grünfeld Variation					
Bogo-Indian Defense: Haiti Variation	Bogo-Indian-Defense-Haiti-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Haiti Variation					
Bogo-Indian Defense: New England Variation	Bogo-Indian-Defense-New-England-Variation	Bogo-Indian Defense	Bogo-Indian Defense	New England Variation					
Bogo-Indian Defense: Nimzowitsch Variation	Bogo-Indian-Defense-Nimzowitsch-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Nimzowitsch Variation					
Bogo-Indian Defense: Retreat Variation	Bogo-Indian-Defense-Retreat-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Retreat Variation					
Bogo-Indian Defense: Vītoliņš Variation	Bogo-Indian-Defense-Vitolins-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Vītoliņš Variation					
Bogo-Indian Defense: Wade-Smyslov Variation	Bogo-Indian-Defense-Wade-Smyslov-Variation	Bogo-Indian Defense	Bogo-Indian Defense	Wade-Smyslov Variation					
Budapest Gambit	Budapest-Gambit	Budapest Gambit	Budapest Gambit						
Budapest Gambit: Adler Variation	Budapest-Gambit-Adler-Variation	Budapest Gambit	Budapest Gambit	Adler Variation					
Budapest Gambit: Alekhine, Abonyi Variation	Budapest-Gambit-Alekhine-Abonyi-Variation	Budapest Gambit	Budapest Gambit	Alekhine Variation	Abonyi Variation				
Budapest Gambit: Alekhine, Balogh Gambit	Budapest-Gambit-Alekhine-Balogh-Gambit	Budapest Gambit	Budapest Gambit	Alekhine Variation	Balogh Gambit				
Budapest Gambit: Alekhine, Barmina Gambit	Budapest-Gambit-Alekhine-Barmina-Gambit	Budapest Gambit	Budapest Gambit	Alekhine Variation	Barmina Gambit				
Budapest Gambit: Alekhine Variation	Budapest-Gambit-Alekhine-Variation	Budapest Gambit	Budapest Gambit	Alekhine Variation					
Budapest Gambit: Alekhine, Wikstrom Gambit	Budapest-Gambit-Alekhine-Wikstrom-Gambit	Budapest Gambit	Budapest Gambit	Alekhine Variation	Wikstrom Gambit				
Budapest Gambit: Fajarowicz, Bonsdorf Variation	Budapest-Gambit-Fajarowicz-Bonsdorf-Variation	Budapest Gambit	Budapest Gambit	Fajarowicz Variation	Bonsdorf Variation				
Budapest Gambit: Fajarowicz Variation	Budapest-Gambit-Fajarowicz-Variation	Budapest Gambit	Budapest Gambit	Fajarowicz Variation					
Budapest Gambit: Rubinstein, Kornl Richter Gambit	Budapest-Gambit-Rubinstein-Kornl-Richter-Gambit	Budapest Gambit	Budapest Gambit	Rubinstein Variation	Kornl Richter Gambit				
Budapest Gambit: Rubinstein Variation	Budapest-Gambit-Rubinstein-Variation	Budapest Gambit	Budapest Gambit	Rubinstein Variation					
Caro-Kann Defense	Caro-Kann-Defense	Caro-Kann Defense	Caro-Kann Defense						
Caro-Kann Defense: Accelerated Panov Attack	Caro-Kann-Defense-Accelerated-Panov-Attack	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack					
Caro-Kann Defense: Accelerated Panov, Modern Variation	Caro-Kann-Defense-Accelerated-Panov-Modern-Variation	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack	Modern Variation				
Caro-Kann Defense: Accelerated Panov, Open	Caro-Kann-Defense-Accelerated-Panov-Open	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack	Open				
Caro-Kann Defense: Accelerated Panov, Pseudo-Scandinavian Variation	Caro-Kann-Defense-Accelerated-Panov-Pseudo-Scandinavian-Variation	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack	Pseudo-Scandinavian Variation				
Caro-Kann Defense: Accelerated Panov, Toikkanen Gambit	Caro-Kann-Defense-Accelerated-Panov-Toikkanen-Gambit	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack	Toikkanen Gambit				
Caro-Kann Defense: Accelerated Panov, Van Weersel Attack	Caro-Kann-Defense-Accelerated-Panov-Van-Weersel-Attack	Caro-Kann Defense	Caro-Kann Defense	Accelerated Panov Attack	Van Weersel Attack				
Caro-Kann Defense: Advance, Bayonet Attack	Caro-Kann-Defense-Advance-Bayonet-Attack	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Bayonet Attack				
Caro-Kann Defense: Advance, Botvinnik-Carls Defense	Caro-Kann-Defense-Advance-Botvinnik-Carls-Defense	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Botvinnik-Carls Defense				
Caro-Kann Defense: Advance, Bronstein Variation	Caro-Kann-Defense-Advance-Bronstein-Variation	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Bronstein Variation				
Caro-Kann Defense: Advance, Prins Attack	Caro-Kann-Defense-Advance-Prins-Attack	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Prins Attack				
Caro-Kann Defense: Advance, Short Variation	Caro-Kann-Defense-Advance-Short-Variation	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Short Variation				
Caro-Kann Defense: Advance, Short Variation with 4.Nf3	Caro-Kann-Defense-Advance-Short-Variation-with-4-Nf3	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Short Variation	with 4.Nf3			
Caro-Kann Defense: Advance, Tal Variation	Caro-Kann-Defense-Advance-Tal-Variation	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Tal Variation				
Caro-Kann Defense: Advance, Van der Wiel Attack	Caro-Kann-Defense-Advance-Van-der-Wiel-Attack	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Van der Wiel Attack				
Caro-Kann Defense: Advance, Van der Wiel, Dreyev Defense	Caro-Kann-Defense-Advance-Van-der-Wiel-Dreyev-Defense	Caro-Kann Defense	Caro-Kann Defense	Advance Variation	Van der Wiel Attack	Dreyev Defense			
Caro-Kann Defense: Advance Variation	Caro-Kann-Defense-Advance-Variation	Caro-Kann Defense	Caro-Kann Defense	Advance Variation					
Caro-Kann Defense: Alekhine Gambit	Caro-Kann-Defense-Alekhine-Gambit	Caro-Kann Defense	Caro-Kann Defense	Alekhine Gambit					
Caro-Kann Defense: Alien Gambit	Caro-Kann-Defense-Alien-Gambit	Caro-Kann Defense	Caro-Kann Defense	Alien Gambit					
Caro-Kann Defense: Breyer, Stein Attack	Caro-Kann-Defense-Breyer-Stein-Attack	Caro-Kann Defense	Caro-Kann Defense	Breyer Variation	Stein Attack				
Caro-Kann Defense: Breyer Variation	Caro-Kann-Defense-Breyer-Variation	Caro-Kann Defense	Caro-Kann Defense	Breyer Variation					
Caro-Kann Defense: Bronstein-Larsen Variation	Caro-Kann-Defense-Bronstein-Larsen-Variation	Caro-Kann Defense	Caro-Kann Defense	Bronstein-Larsen Variation					
Caro-Kann Defense: Campomanes Attack	Caro-Kann-Defense-Campomanes-Attack	Caro-Kann Defense	Caro-Kann Defense	Campomanes Attack					
Caro-Kann Defense: Classical, Flohr Variation	Caro-Kann-Defense-Classical-Flohr-Variation	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Flohr Variation				
Caro-Kann Defense: Classical, Maróczy Attack	Caro-Kann-Defense-Classical-Maroczy-Attack	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Maróczy Attack				
Caro-Kann Defense: Classical, Martian Gambit	Caro-Kann-Defense-Classical-Martian-Gambit	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Martian Gambit				
Caro-Kann Defense: Classical, Spassky, Lobron System	Caro-Kann-Defense-Classical-Spassky-Lobron-System	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Spassky Variation	Lobron System			
Caro-Kann Defense: Classical, Spassky, Seirawan Variation	Caro-Kann-Defense-Classical-Spassky-Seirawan-Variation	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Spassky Variation	Seirawan Variation			
Caro-Kann Defense: Classical, Spassky Variation	Caro-Kann-Defense-Classical-Spassky-Variation	Caro-Kann Defense	Caro-Kann Defense	Classical Variation	Spassky Variation				
Caro-Kann Defense: Classical Variation	Caro-Kann-Defense-Classical-Variation	Caro-Kann Defense	Caro-Kann Defense	Classical Variation					
Caro-Kann Defense: De Bruycker Defense	Caro-Kann-Defense-De-Bruycker-Defense	Queen's Pawn Opening	Caro-Kann Defense	De Bruycker Defense					
Caro-Kann Defense: Euwe Attack	Caro-Kann-Defense-Euwe-Attack	Caro-Kann Defense	Caro-Kann Defense	Euwe Attack					
Caro-Kann Defense: Exchange, Bulla Attack	Caro-Kann-Defense-Exchange-Bulla-Attack	Caro-Kann Defense	Caro-Kann Defense	Exchange Variation	Bulla Attack				
Caro-Kann Defense: Exchange, Rubinstein Variation	Caro-Kann-Defense-Exchange-Rubinstein-Variation	Caro-Kann Defense	Caro-Kann Defense	Exchange Variation	Rubinstein Variation				
Caro-Kann Defense: Exchange Variation	Caro-Kann-Defense-Exchange-Variation	Caro-Kann Defense	Caro-Kann Defense	Exchange Variation					
Caro-Kann Defense: Fantasy Variation	Caro-Kann-Defense-Fantasy-Variation	Caro-Kann Defense	Caro-Kann Defense	Fantasy Variation					
Caro-Kann Defense: Fantasy Variation, Maróczy Gambit	Caro-Kann-Defense-Fantasy-Variation-Maroczy-Gambit	Caro-Kann Defense	Caro-Kann Defense	Fantasy Variation	Maróczy Gambit				
Caro-Kann Defense: Finnish Variation	Caro-Kann-Defense-Finnish-Variation	Caro-Kann Defense	Caro-Kann Defense	Finnish Variation					
Caro-Kann Defense: Goldman Variation	Caro-Kann-Defense-Goldman-Variation	Caro-Kann Defense	Caro-Kann Defense	Goldman Variation					
Caro-Kann Defense: Gurgenidze Counterattack	Caro-Kann-Defense-Gurgenidze-Counterattack	Caro-Kann Defense	Caro-Kann Defense	Gurgenidze Counterattack					
Caro-Kann Defense: Gurgenidze System	Caro-Kann-Defense-Gurgenidze-System	Caro-Kann Defense	Caro-Kann Defense	Gurgenidze System					
Caro-Kann Defense: Hillbilly Attack	Caro-Kann-Defense-Hillbilly-Attack	Caro-Kann Defense	Caro-Kann Defense	Hillbilly Attack					
Caro-Kann Defense: Hillbilly, Schaeffer Gambit	Caro-Kann-Defense-Hillbilly-Schaeffer-Gambit	Caro-Kann Defense	Caro-Kann Defense	Hillbilly Attack	Schaeffer Gambit				
Caro-Kann Defense: Karpov, Ivanchuk Defense	Caro-Kann-Defense-Karpov-Ivanchuk-Defense	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation	Ivanchuk Defense				
Caro-Kann Defense: Karpov, Kasparov Attack	Caro-Kann-Defense-Karpov-Kasparov-Attack	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation	Kasparov Attack				
Caro-Kann Defense: Karpov, Main Line	Caro-Kann-Defense-Karpov-Main-Line	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation	Main Line				
Caro-Kann Defense: Karpov, Smyslov Variation	Caro-Kann-Defense-Karpov-Smyslov-Variation	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation	Smyslov Variation				
Caro-Kann Defense: Karpov, Tiviakov-Fischer Attack	Caro-Kann-Defense-Karpov-Tiviakov-Fischer-Attack	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation	Tiviakov-Fischer Attack				
Caro-Kann Defense: Karpov Variation	Caro-Kann-Defense-Karpov-Variation	Caro-Kann Defense	Caro-Kann Defense	Karpov Variation					
Caro-Kann Defense: Labahn Attack	Caro-Kann-Defense-Labahn-Attack	Caro-Kann Defense	Caro-Kann Defense	Labahn Attack					
Caro-Kann Defense: Labahn, Double Gambit	Caro-Kann-Defense-Labahn-Double-Gambit	Caro-Kann Defense	Caro-Kann Defense	Labahn Attack	Double Gambit				
Caro-Kann Defense: Labahn, Polish Variation	Caro-Kann-Defense-Labahn-Polish-Variation	Caro-Kann Defense	Caro-Kann Defense	Labahn Attack	Polish Variation				
Caro-Kann Defense: Main Line	Caro-Kann-Defense-Main-Line	Caro-Kann Defense	Caro-Kann Defense	Main Line					
Caro-Kann Defense: Masi Variation	Caro-Kann-Defense-Masi-Variation	Caro-Kann Defense	Caro-Kann Defense	Masi Variation					
Caro-Kann Defense: Massachusetts Defense	Caro-Kann-Defense-Massachusetts-Defense	Caro-Kann Defense	Caro-Kann Defense	Massachusetts Defense					
Caro-Kann Defense: Mieses Attack, Landau Gambit	Caro-Kann-Defense-Mieses-Attack-Landau-Gambit	Caro-Kann Defense	Caro-Kann Defense	Mieses Attack	Landau Gambit				
Caro-Kann Defense: Mieses Gambit	Caro-Kann-Defense-Mieses-Gambit	Caro-Kann Defense	Caro-Kann Defense	Mieses Gambit					
Caro-Kann Defense: Modern, Edinburgh Variation	Caro-Kann-Defense-Modern-Edinburgh-Variation	Caro-Kann Defense	Caro-Kann Defense	Modern Variation	Edinburgh Variation				
Caro-Kann Defense: Modern Variation	Caro-Kann-Defense-Modern-Variation	Caro-Kann Defense	Caro-Kann Defense	Modern Variation					
Caro-Kann Defense: Panov Attack	Caro-Kann-Defense-Panov-Attack	Caro-Kann Defense	Caro-Kann Defense	Panov Attack					
Caro-Kann Defense: Panov, Fianchetto Defense	Caro-Kann-Defense-Panov-Fianchetto-Defense	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Fianchetto Defense				
Caro-Kann Defense: Panov, Fianchetto Defense, Fianchetto Gambit	Caro-Kann-Defense-Panov-Fianchetto-Defense-Fianchetto-Gambit	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Fianchetto Defense	Fianchetto Gambit			
Caro-Kann Defense: Panov, Gunderam Attack	Caro-Kann-Defense-Panov-Gunderam-Attack	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Gunderam Attack				
Caro-Kann Defense: Panov, Modern, Carlsbad Line	Caro-Kann-Defense-Panov-Modern-Carlsbad-Line	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense	Carlsbad Line			
Caro-Kann Defense: Panov, Modern, Czerniak Line	Caro-Kann-Defense-Panov-Modern-Czerniak-Line	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense	Czerniak Line			
Caro-Kann Defense: Panov, Modern Defense	Caro-Kann-Defense-Panov-Modern-Defense	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense				
Caro-Kann Defense: Panov, Modern, Herzog Defense	Caro-Kann-Defense-Panov-Modern-Herzog-Defense	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense	Herzog Defense			
Caro-Kann Defense: Panov, Modern, Mieses Line	Caro-Kann-Defense-Panov-Modern-Mieses-Line	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense	Mieses Line			
Caro-Kann Defense: Panov, Modern, Reifir-Spielmann Line	Caro-Kann-Defense-Panov-Modern-Reifir-Spielmann-Line	Caro-Kann Defense	Caro-Kann Defense	Panov Attack	Modern Defense	Reifir-Spielmann Line			
Caro-Kann Defense: Rasa-Studier Gambit	Caro-Kann-Defense-Rasa-Studier-Gambit	Caro-Kann Defense	Caro-Kann Defense	Rasa-Studier Gambit					
Caro-Kann Defense: Scorpion-Horus Gambit	Caro-Kann-Defense-Scorpion-Horus-Gambit	Caro-Kann Defense	Caro-Kann Defense	Scorpion-Horus Gambit					
Caro-Kann Defense: Spike, Scorpion-Grob Gambit	Caro-Kann-Defense-Spike-Scorpion-Grob-Gambit	Caro-Kann Defense	Caro-Kann Defense	Spike Variation	Scorpion-Grob Gambit				
Caro-Kann Defense: Spike Variation	Caro-Kann-Defense-Spike-Variation	Caro-Kann Defense	Caro-Kann Defense	Spike Variation					
Caro-Kann Defense: St. Patrick's Attack	Caro-Kann-Defense-St-Patricks-Attack	Caro-Kann Defense	Caro-Kann Defense	St. Patrick's Attack					
Caro-Kann Defense: Tartakower, Forgács Variation	Caro-Kann-Defense-Tartakower-Forgacs-Variation	Caro-Kann Defense	Caro-Kann Defense	Tartakower Variation	Forgács Variation				
Caro-Kann Defense: Tartakower Variation	Caro-Kann-Defense-Tartakower-Variation	Caro-Kann Defense	Caro-Kann Defense	Tartakower Variation					
Caro-Kann Defense: Two Knights Attack	Caro-Kann-Defense-Two-Knights-Attack	Caro-Kann Defense	Caro-Kann Defense	Two Knights Attack					
